 time            v(in)           v(out_a)        v(out_b)       
 1.04927678e-02  5.00000000e+00  4.99962287e+00  4.71832760e+00 
 1.05027678e-02  5.00000000e+00  4.99962662e+00  4.71917986e+00 
 1.05127678e-02  5.00000000e+00  4.99963034e+00  4.72002954e+00 
 1.05227678e-02  5.00000000e+00  4.99963401e+00  4.72087665e+00 
 1.05327678e-02  5.00000000e+00  4.99963766e+00  4.72172120e+00 
 1.05427678e-02  5.00000000e+00  4.99964126e+00  4.72256320e+00 
 1.05527678e-02  5.00000000e+00  4.99964483e+00  4.72340264e+00 
 1.05627678e-02  5.00000000e+00  4.99964836e+00  4.72423955e+00 
 1.05727678e-02  5.00000000e+00  4.99965186e+00  4.72507392e+00 
 1.05827678e-02  5.00000000e+00  4.99965533e+00  4.72590577e+00 
 1.05927678e-02  5.00000000e+00  4.99965876e+00  4.72673510e+00 
 1.06027678e-02  5.00000000e+00  4.99966215e+00  4.72756193e+00 
 1.06127678e-02  5.00000000e+00  4.99966551e+00  4.72838625e+00 
 1.06227678e-02  5.00000000e+00  4.99966884e+00  4.72920807e+00 
 1.06327678e-02  5.00000000e+00  4.99967214e+00  4.73002741e+00 
 1.06427678e-02  5.00000000e+00  4.99967540e+00  4.73084427e+00 
 1.06527678e-02  5.00000000e+00  4.99967863e+00  4.73165866e+00 
 1.06627678e-02  5.00000000e+00  4.99968183e+00  4.73247059e+00 
 1.06727678e-02  5.00000000e+00  4.99968499e+00  4.73328006e+00 
 1.06827678e-02  5.00000000e+00  4.99968813e+00  4.73408708e+00 
 1.06927678e-02  5.00000000e+00  4.99969123e+00  4.73489166e+00 
 1.07027678e-02  5.00000000e+00  4.99969430e+00  4.73569380e+00 
 1.07127678e-02  5.00000000e+00  4.99969734e+00  4.73649351e+00 
 1.07227678e-02  5.00000000e+00  4.99970036e+00  4.73729081e+00 
 1.07327678e-02  5.00000000e+00  4.99970334e+00  4.73808570e+00 
 1.07427678e-02  5.00000000e+00  4.99970629e+00  4.73887817e+00 
 1.07527678e-02  5.00000000e+00  4.99970921e+00  4.73966826e+00 
 1.07627678e-02  5.00000000e+00  4.99971211e+00  4.74045595e+00 
 1.07727678e-02  5.00000000e+00  4.99971497e+00  4.74124125e+00 
 1.07827678e-02  5.00000000e+00  4.99971781e+00  4.74202418e+00 
 1.07927678e-02  5.00000000e+00  4.99972061e+00  4.74280475e+00 
 1.08027678e-02  5.00000000e+00  4.99972339e+00  4.74358295e+00 
