 time            v(in)           v(out)         
 4.60276939e-03  5.00000000e+00  4.86369583e+00 
 4.61276939e-03  5.00000000e+00  4.86505209e+00 
 4.62276939e-03  5.00000000e+00  4.86639486e+00 
 4.63276939e-03  5.00000000e+00  4.86772426e+00 
 4.64276939e-03  5.00000000e+00  4.86904044e+00 
 4.65276939e-03  5.00000000e+00  4.87034352e+00 
 4.66276939e-03  5.00000000e+00  4.87163363e+00 
 4.67276939e-03  5.00000000e+00  4.87291091e+00 
 4.68276939e-03  5.00000000e+00  4.87417548e+00 
 4.69276939e-03  5.00000000e+00  4.87542746e+00 
 4.70276939e-03  5.00000000e+00  4.87666699e+00 
 4.71276939e-03  5.00000000e+00  4.87789419e+00 
 4.72276939e-03  5.00000000e+00  4.87910917e+00 
 4.73276939e-03  5.00000000e+00  4.88031206e+00 
 4.74276939e-03  5.00000000e+00  4.88150299e+00 
 4.75276939e-03  5.00000000e+00  4.88268206e+00 
 4.76276939e-03  5.00000000e+00  4.88384941e+00 
 4.77276939e-03  5.00000000e+00  4.88500513e+00 
 4.78276939e-03  5.00000000e+00  4.88614936e+00 
 4.79276939e-03  5.00000000e+00  4.88728220e+00 
 4.80276939e-03  5.00000000e+00  4.88840377e+00 
 4.81276939e-03  5.00000000e+00  4.88951418e+00 
 4.82276939e-03  5.00000000e+00  4.89061354e+00 
 4.83276939e-03  5.00000000e+00  4.89170197e+00 
 4.84276939e-03  5.00000000e+00  4.89277956e+00 
 4.85276939e-03  5.00000000e+00  4.89384643e+00 
 4.86276939e-03  5.00000000e+00  4.89490268e+00 
 4.87276939e-03  5.00000000e+00  4.89594843e+00 
 4.88276939e-03  5.00000000e+00  4.89698377e+00 
 4.89276939e-03  5.00000000e+00  4.89800880e+00 
 4.90276939e-03  5.00000000e+00  4.89902364e+00 
 4.91276939e-03  5.00000000e+00  4.90002838e+00 
 4.92276939e-03  5.00000000e+00  4.90102312e+00 
 4.93276939e-03  5.00000000e+00  4.90200797e+00 
 4.94276939e-03  5.00000000e+00  4.90298301e+00 
 4.95276939e-03  5.00000000e+00  4.90394836e+00 
 4.96276939e-03  5.00000000e+00  4.90490409e+00 
 4.97276939e-03  5.00000000e+00  4.90585032e+00 
 4.98276939e-03  5.00000000e+00  4.90678714e+00 
 4.99276939e-03  5.00000000e+00  4.90771463e+00 
 5.00276939e-03  5.00000000e+00  4.90863289e+00 
 5.01276939e-03  5.00000000e+00  4.90954201e+00 
 5.02276939e-03  5.00000000e+00  4.91044209e+00 
 5.03276939e-03  5.00000000e+00  4.91133322e+00 
 5.04276939e-03  5.00000000e+00  4.91221547e+00 
 5.05276939e-03  5.00000000e+00  4.91308895e+00 
 5.06276939e-03  5.00000000e+00  4.91395374e+00 
 5.07276939e-03  5.00000000e+00  4.91480992e+00 
 5.08276939e-03  5.00000000e+00  4.91565758e+00 
 5.09276939e-03  5.00000000e+00  4.91649681e+00 
 5.10276939e-03  5.00000000e+00  4.91732769e+00 
 5.11276939e-03  5.00000000e+00  4.91815030e+00 
 5.12276939e-03  5.00000000e+00  4.91896472e+00 
 5.13276939e-03  5.00000000e+00  4.91977104e+00 
 5.14276939e-03  5.00000000e+00  4.92056934e+00 
 5.15276939e-03  5.00000000e+00  4.92135970e+00 
 5.16276939e-03  5.00000000e+00  4.92214219e+00 
 5.17276939e-03  5.00000000e+00  4.92291689e+00 
 5.18276939e-03  5.00000000e+00  4.92368389e+00 
 5.19276939e-03  5.00000000e+00  4.92444325e+00 
 5.20276939e-03  5.00000000e+00  4.92519506e+00 
 5.21276939e-03  5.00000000e+00  4.92593939e+00 
 5.22276939e-03  5.00000000e+00  4.92667631e+00 
 5.23276939e-03  5.00000000e+00  4.92740590e+00 
 5.24276939e-03  5.00000000e+00  4.92812823e+00 
 5.25276939e-03  5.00000000e+00  4.92884337e+00 
 5.26276939e-03  5.00000000e+00  4.92955140e+00 
 5.27276939e-03  5.00000000e+00  4.93025238e+00 
 5.28276939e-03  5.00000000e+00  4.93094638e+00 
 5.29276939e-03  5.00000000e+00  4.93163348e+00 
 5.30276939e-03  5.00000000e+00  4.93231375e+00 
 5.31276939e-03  5.00000000e+00  4.93298724e+00 
 5.32276939e-03  5.00000000e+00  4.93365404e+00 
 5.33276939e-03  5.00000000e+00  4.93431420e+00 
 5.34276939e-03  5.00000000e+00  4.93496779e+00 
 5.35276939e-03  5.00000000e+00  4.93561487e+00 
 5.36276939e-03  5.00000000e+00  4.93625552e+00 
 5.37276939e-03  5.00000000e+00  4.93688979e+00 
 5.38276939e-03  5.00000000e+00  4.93751776e+00 
 5.39276939e-03  5.00000000e+00  4.93813947e+00 
 5.40276939e-03  5.00000000e+00  4.93875500e+00 
 5.41276939e-03  5.00000000e+00  4.93936440e+00 
 5.42276939e-03  5.00000000e+00  4.93996774e+00 
 5.43276939e-03  5.00000000e+00  4.94056508e+00 
 5.44276939e-03  5.00000000e+00  4.94115647e+00 
 5.45276939e-03  5.00000000e+00  4.94174198e+00 
 5.46276939e-03  5.00000000e+00  4.94232166e+00 
 5.47276939e-03  5.00000000e+00  4.94289557e+00 
 5.48276939e-03  5.00000000e+00  4.94346378e+00 
 5.49276939e-03  5.00000000e+00  4.94402632e+00 
 5.50276939e-03  5.00000000e+00  4.94458328e+00 
 5.51276939e-03  5.00000000e+00  4.94513469e+00 
 5.52276939e-03  5.00000000e+00  4.94568061e+00 
 5.53276939e-03  5.00000000e+00  4.94622110e+00 
 5.54276939e-03  5.00000000e+00  4.94675622e+00 
 5.55276939e-03  5.00000000e+00  4.94728600e+00 
 5.56276939e-03  5.00000000e+00  4.94781052e+00 
 5.57276939e-03  5.00000000e+00  4.94832982e+00 
 5.58276939e-03  5.00000000e+00  4.94884395e+00 
 5.59276939e-03  5.00000000e+00  4.94935297e+00 
 5.60276939e-03  5.00000000e+00  4.94985692e+00 
 5.61276939e-03  5.00000000e+00  4.95035585e+00 
 5.62276939e-03  5.00000000e+00  4.95084982e+00 
 5.63276939e-03  5.00000000e+00  4.95133888e+00 
 5.64276939e-03  5.00000000e+00  4.95182307e+00 
 5.65276939e-03  5.00000000e+00  4.95230244e+00 
 5.66276939e-03  5.00000000e+00  4.95277705e+00 
 5.67276939e-03  5.00000000e+00  4.95324693e+00 
 5.68276939e-03  5.00000000e+00  4.95371213e+00 
 5.69276939e-03  5.00000000e+00  4.95417271e+00 
 5.70276939e-03  5.00000000e+00  4.95462870e+00 
 5.71276939e-03  5.00000000e+00  4.95508016e+00 
 5.72276939e-03  5.00000000e+00  4.95552712e+00 
 5.73276939e-03  5.00000000e+00  4.95596964e+00 
 5.74276939e-03  5.00000000e+00  4.95640775e+00 
 5.75276939e-03  5.00000000e+00  4.95684150e+00 
 5.76276939e-03  5.00000000e+00  4.95727094e+00 
 5.77276939e-03  5.00000000e+00  4.95769610e+00 
 5.78276939e-03  5.00000000e+00  4.95811704e+00 
 5.79276939e-03  5.00000000e+00  4.95853379e+00 
 5.80276939e-03  5.00000000e+00  4.95894638e+00 
 5.81276939e-03  5.00000000e+00  4.95935488e+00 
 5.82276939e-03  5.00000000e+00  4.95975931e+00 
 5.83276939e-03  5.00000000e+00  4.96015971e+00 
 5.84276939e-03  5.00000000e+00  4.96055613e+00 
 5.85276939e-03  5.00000000e+00  4.96094861e+00 
 5.86276939e-03  5.00000000e+00  4.96133718e+00 
 5.87276939e-03  5.00000000e+00  4.96172188e+00 
 5.88276939e-03  5.00000000e+00  4.96210276e+00 
 5.89276939e-03  5.00000000e+00  4.96247985e+00 
 5.90276939e-03  5.00000000e+00  4.96285318e+00 
 5.91276939e-03  5.00000000e+00  4.96322280e+00 
 5.92276939e-03  5.00000000e+00  4.96358875e+00 
 5.93276939e-03  5.00000000e+00  4.96395105e+00 
 5.94276939e-03  5.00000000e+00  4.96430974e+00 
 5.95276939e-03  5.00000000e+00  4.96466487e+00 
 5.96276939e-03  5.00000000e+00  4.96501646e+00 
 5.97276939e-03  5.00000000e+00  4.96536456e+00 
 5.98276939e-03  5.00000000e+00  4.96570919e+00 
 5.99276939e-03  5.00000000e+00  4.96605039e+00 
 6.00276939e-03  5.00000000e+00  4.96638820e+00 
 6.01276939e-03  5.00000000e+00  4.96672264e+00 
 6.02276939e-03  5.00000000e+00  4.96705376e+00 
 6.03276939e-03  5.00000000e+00  4.96738159e+00 
 6.04276939e-03  5.00000000e+00  4.96770615e+00 
 6.05276939e-03  5.00000000e+00  4.96802748e+00 
 6.06276939e-03  5.00000000e+00  4.96834561e+00 
 6.07276939e-03  5.00000000e+00  4.96866058e+00 
 6.08276939e-03  5.00000000e+00  4.96897242e+00 
 6.09276939e-03  5.00000000e+00  4.96928115e+00 
 6.10276939e-03  5.00000000e+00  4.96958681e+00 
 6.11276939e-03  5.00000000e+00  4.96988943e+00 
 6.12276939e-03  5.00000000e+00  4.97018904e+00 
 6.13276939e-03  5.00000000e+00  4.97048566e+00 
 6.14276939e-03  5.00000000e+00  4.97077934e+00 
 6.15276939e-03  5.00000000e+00  4.97107009e+00 
 6.16276939e-03  5.00000000e+00  4.97135795e+00 
 6.17276939e-03  5.00000000e+00  4.97164295e+00 
 6.18276939e-03  5.00000000e+00  4.97192511e+00 
 6.19276939e-03  5.00000000e+00  4.97220446e+00 
 6.20276939e-03  5.00000000e+00  4.97248103e+00 
 6.21276939e-03  5.00000000e+00  4.97275485e+00 
 6.22276939e-03  5.00000000e+00  4.97302595e+00 
 6.23276939e-03  5.00000000e+00  4.97329435e+00 
 6.24276939e-03  5.00000000e+00  4.97356007e+00 
 6.25276939e-03  5.00000000e+00  4.97382316e+00 
 6.26276939e-03  5.00000000e+00  4.97408362e+00 
 6.27276939e-03  5.00000000e+00  4.97434150e+00 
 6.28276939e-03  5.00000000e+00  4.97459681e+00 
 6.29276939e-03  5.00000000e+00  4.97484957e+00 
 6.30276939e-03  5.00000000e+00  4.97509983e+00 
 6.31276939e-03  5.00000000e+00  4.97534759e+00 
 6.32276939e-03  5.00000000e+00  4.97559289e+00 
 6.33276939e-03  5.00000000e+00  4.97583574e+00 
 6.34276939e-03  5.00000000e+00  4.97607618e+00 
 6.35276939e-03  5.00000000e+00  4.97631423e+00 
 6.36276939e-03  5.00000000e+00  4.97654991e+00 
 6.37276939e-03  5.00000000e+00  4.97678325e+00 
 6.38276939e-03  5.00000000e+00  4.97701426e+00 
 6.39276939e-03  5.00000000e+00  4.97724297e+00 
 6.40276939e-03  5.00000000e+00  4.97746941e+00 
 6.41276939e-03  5.00000000e+00  4.97769360e+00 
 6.42276939e-03  5.00000000e+00  4.97791555e+00 
 6.43276939e-03  5.00000000e+00  4.97813530e+00 
 6.44276939e-03  5.00000000e+00  4.97835285e+00 
 6.45276939e-03  5.00000000e+00  4.97856825e+00 
 6.46276939e-03  5.00000000e+00  4.97878150e+00 
 6.47276939e-03  5.00000000e+00  4.97899263e+00 
 6.48276939e-03  5.00000000e+00  4.97920166e+00 
 6.49276939e-03  5.00000000e+00  4.97940861e+00 
 6.50276939e-03  5.00000000e+00  4.97961350e+00 
 6.51276939e-03  5.00000000e+00  4.97981635e+00 
 6.52276939e-03  5.00000000e+00  4.98001718e+00 
 6.53276939e-03  5.00000000e+00  4.98021601e+00 
 6.54276939e-03  5.00000000e+00  4.98041287e+00 
 6.55276939e-03  5.00000000e+00  4.98060777e+00 
 6.56276939e-03  5.00000000e+00  4.98080072e+00 
 6.57276939e-03  5.00000000e+00  4.98099176e+00 
 6.58276939e-03  5.00000000e+00  4.98118090e+00 
 6.59276939e-03  5.00000000e+00  4.98136815e+00 
 6.60276939e-03  5.00000000e+00  4.98155354e+00 
 6.61276939e-03  5.00000000e+00  4.98173709e+00 
 6.62276939e-03  5.00000000e+00  4.98191881e+00 
 6.63276939e-03  5.00000000e+00  4.98209872e+00 
 6.64276939e-03  5.00000000e+00  4.98227685e+00 
 6.65276939e-03  5.00000000e+00  4.98245320e+00 
 6.66276939e-03  5.00000000e+00  4.98262779e+00 
 6.67276939e-03  5.00000000e+00  4.98280065e+00 
 6.68276939e-03  5.00000000e+00  4.98297179e+00 
 6.69276939e-03  5.00000000e+00  4.98314122e+00 
 6.70276939e-03  5.00000000e+00  4.98330897e+00 
 6.71276939e-03  5.00000000e+00  4.98347505e+00 
 6.72276939e-03  5.00000000e+00  4.98363948e+00 
 6.73276939e-03  5.00000000e+00  4.98380227e+00 
 6.74276939e-03  5.00000000e+00  4.98396344e+00 
 6.75276939e-03  5.00000000e+00  4.98412301e+00 
 6.76276939e-03  5.00000000e+00  4.98428099e+00 
 6.77276939e-03  5.00000000e+00  4.98443740e+00 
 6.78276939e-03  5.00000000e+00  4.98459225e+00 
 6.79276939e-03  5.00000000e+00  4.98474556e+00 
 6.80276939e-03  5.00000000e+00  4.98489734e+00 
 6.81276939e-03  5.00000000e+00  4.98504762e+00 
 6.82276939e-03  5.00000000e+00  4.98519640e+00 
 6.83276939e-03  5.00000000e+00  4.98534370e+00 
 6.84276939e-03  5.00000000e+00  4.98548953e+00 
 6.85276939e-03  5.00000000e+00  4.98563392e+00 
 6.86276939e-03  5.00000000e+00  4.98577686e+00 
 6.87276939e-03  5.00000000e+00  4.98591839e+00 
 6.88276939e-03  5.00000000e+00  4.98605850e+00 
 6.89276939e-03  5.00000000e+00  4.98619722e+00 
 6.90276939e-03  5.00000000e+00  4.98633456e+00 
 6.91276939e-03  5.00000000e+00  4.98647054e+00 
 6.92276939e-03  5.00000000e+00  4.98660516e+00 
 6.93276939e-03  5.00000000e+00  4.98673844e+00 
 6.94276939e-03  5.00000000e+00  4.98687040e+00 
 6.95276939e-03  5.00000000e+00  4.98700104e+00 
 6.96276939e-03  5.00000000e+00  4.98713038e+00 
 6.97276939e-03  5.00000000e+00  4.98725844e+00 
 6.98276939e-03  5.00000000e+00  4.98738522e+00 
 6.99138470e-03  5.00000000e+00  4.98749343e+00 
 7.00000000e-03  5.00000000e+00  4.98760072e+00 
